STATION_NAME,LATITUDE,LONGITUDE,MODEL,YEAR_START,YEAR_END,SCENARIO
"Las Vegas, NV",36.066487600000000,-115.17950700000000,Ioniq 5,2025,2026,native only
CITY_OF_VERNON 3805 SOTO-9,34.008059000000000,-118.21997600000000,Ioniq 5,2025,2026,native only
Caltrans - Clyde V. Kane Rest Area - Northbound,35.031900000000000,-116.46912800000000,Ioniq 5 N,2025,2025,native only
"Pavilions 2229 (Los Angeles, CA)",34.083640000000000,-118.32747000000000,Kona Electric,2019,2025,native only
Site 2,36.283102000000000,-115.02908300000000,Ioniq 5 N,2025,2025,native only
Site 2,36.283102000000000,-115.02908300000000,Ioniq 6,2022,2025,native only
BMW of Monrovia,34.137556000000000,-117.98705400000000,Ioniq 6,2022,2025,native only
"Hesperia, CA - Main Street - Tesla Supercharger",34.426362000000000,-117.35465000000000,Ioniq 6,2026,,native only
76 San Gabriel,34.103300000000000,-118.09950000000000,Ioniq 5 N,2025,2025,native only
IN-N-OUT ATLANTIC 05,33.977354000000000,-118.18756900000000,Ioniq 5 N,2026,2026,native only
Madison Parking Lot,34.015769507079150,-118.40447340393226,Kona Electric,2019,2025,native only
"North Las Vegas, NV - East Lake Mead South Boulevard - Tesla Supercharger",36.195978000000000,-115.13200700000000,Ioniq 5,2025,2026,native only
City of Los Angeles Lot 657,34.072877000000000,-118.21769000000000,Ioniq 5,2022,2024,native only
Plaza Continental - Tesla Supercharger,34.068715000000000,-117.57421800000000,Ioniq 9,2026,,native only
"The Shops at Jurupa Valley (Jurupa Valley, CA)",34.011350000000000,-117.46173000000000,Ioniq 5,2022,2024,native only
Cardenas Market Hesperia,34.423802000000000,-117.32503600000000,Kona Electric,2019,2025,native only
Winterwood Pavilion,36.146180000000000,-115.06522000000000,Ioniq 6,2026,,native only
"West Covina, CA - Tesla Supercharger",34.070645000000000,-117.88908200000000,Ioniq 5 N,2026,2026,native only
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Ioniq 5 N,2026,2026,native only
CITY_OF_VERNON 3805 SOTO-4,34.007896000000000,-118.21989600000000,Ioniq 5,2025,2026,native only
City of South Pasadena,34.116310000000000,-118.15215000000000,Ioniq 6,2022,2025,native only
"Las Vegas, NV - East Sahara Avenue - Tesla Supercharger",36.145396000000000,-115.10297800000000,Ioniq 6,2026,,native only
Downey Nissan,33.947674638000000,-118.15152577300000,Ioniq 5 N,2025,2025,native only
"San Bernardino, CA - W Little League Dr - Tesla Supercharger",34.192431000000000,-117.36214700000000,Ioniq 9,2026,,native only
Ontario Mills - Skechers,34.071281000000000,-117.54922700000000,Ioniq 5,2022,2024,native only
CITY_OF_VERNON 1850 E25TH-9,34.014385000000000,-118.23808800000000,Ioniq 5,2025,2026,native only
"Inglewood, CA - West Imperial Highway - Tesla Supercharger",33.930757000000000,-118.32770400000000,Ioniq 5,2025,2026,native only
City of Los Angeles Lot 619,34.097765000000000,-118.35316900000000,Ioniq 6,2026,,native only
KMC Norfolk,34.062387000000000,-118.20418260000000,Kona Electric,2019,2025,native only
CITY_OF_VERNON 1850 E25TH-8,34.014405000000000,-118.23806900000000,Ioniq 6,2026,,native only
KH Structure,34.062704800000000,-118.20349060000000,Ioniq 5 N,2025,2025,native only
WinCo Las Vegas #113,36.270447000000000,-115.20889200000000,Ioniq 5 N,2025,2025,native only
"South Gate, CA - Tesla Supercharger",33.948775000000000,-118.16424000000000,Ioniq 6,2026,,native only
ONTARIO HYUNDAI VEHICLE DISPLY1,34.049976000000000,-117.54789800000000,Ioniq 6,2022,2025,native only
"The Shops at Jurupa Valley (Jurupa Valley, CA)",34.011350000000000,-117.46173000000000,Kona Electric,2019,2025,native only
City of Los Angeles Lot 745,34.101781000000000,-118.33989400000000,Ioniq 5 N,2026,2026,native only
"Ontario Mills (Ontario, CA)",34.074240000000000,-117.54753000000000,Ioniq 5 N,2025,2025,native only
Las Vegas,35.999436000000000,-115.17175500000000,Ioniq 5,2022,2024,native only
"Covina, CA - S Barranca Ave - Tesla Supercharger",34.073767000000000,-117.88090200000000,Ioniq 6,2026,,native only
Jordan Downs,33.946716000000000,-118.22994000000000,Ioniq 6,2022,2025,native only
CITY_OF_VERNON 3805 SOTO-6,34.007957000000000,-118.21989500000000,Ioniq 9,2026,,native only
"Glendale, CA - N Glendale Ave - Tesla Supercharger",34.149535700000000,-118.24781960000000,Ioniq 9,2026,,native only
"Alhambra, CA - West Valley Boulevard - Tesla Supercharger",34.077346000000000,-118.13855400000000,Ioniq 5,2025,2026,native only
"Las Vegas, NV - West Charleston Boulevard - Tesla Supercharger",36.157865000000000,-115.33380400000000,Ioniq 6,2026,,native only
MIDTOWN LA MIDTOWN DC,34.047397000000000,-118.33611300000000,Ioniq 6,2022,2025,native only
Norfolk Upper Lot,34.060000000000000,-118.20000000000000,Ioniq 5 N,2025,2025,native only
IN-N-OUT ATLANTIC 01,33.977780000000000,-118.18719400000000,Ioniq 6,2022,2025,native only
Mountain Vista Plaza,34.137466600000000,-117.98216400000000,Ioniq 6,2022,2025,native only
Mountain Vista Plaza,34.137466600000000,-117.98216400000000,Kona Electric,2019,2025,native only
CITY_OF_VERNON 1850 E25TH-2,34.014493000000000,-118.23793900000000,Ioniq 6,2022,2025,native only
IN-N-OUT ATLANTIC 04,33.977378000000000,-118.18745900000000,Kona Electric,2019,2025,native only
Downey Nissan,33.947674638000000,-118.15152577300000,Kona Electric,2019,2025,native only
"San Bernardino, CA - W Little League Dr - Tesla Supercharger",34.192431000000000,-117.36214700000000,Ioniq 6,2026,,native only
"Las Vegas, NV - West Russell Road - Tesla Supercharger",36.086723000000000,-115.21072600000000,Ioniq 9,2026,,native only
Amna,34.063190000000000,-118.23265000000000,Kona Electric,2019,2025,native only
"Costco Chino Hills (Chino Hills, CA)",34.015310000000000,-117.74286000000000,Kona Electric,2019,2025,native only
CSULA Parking Structure B,34.065661000000000,-118.17018900000000,Ioniq 9,2026,,native only
"Target T0767 (San Dimas, CA)",34.103250000000000,-117.82342000000000,Ioniq 5,2022,2024,native only
"City of Industry, CA - Colima Road - Tesla Supercharger",33.990892000000000,-117.92528400000000,Ioniq 9,2026,,native only
CITY_OF_VERNON 1850 E25TH-6,34.014444000000000,-118.23802600000000,Ioniq 6,2022,2025,native only
RC SPORTS EVHUB MIDDLE,34.102745000000000,-117.54397000000000,Ioniq 5,2022,2024,native only
RC SPORTS EVHUB MIDDLE,34.102745000000000,-117.54397000000000,Kona Electric,2019,2025,native only
7-ELEVEN 20101 POMNA DC1,34.067274000000000,-117.71905700000000,Ioniq 5,2022,2024,native only
"Costco Chino Hills (Chino Hills, CA)",34.015310000000000,-117.74286000000000,Ioniq 6,2022,2025,native only
Vons #2261 3rd St.,34.070012400000000,-118.29028300000000,Kona Electric,2019,2025,native only
"Circle K - Victorville, CA",34.484505427885200,-117.33051763372900,Kona Electric,2019,2025,native only
"Walmart 2838 (Henderson, NV)",36.062080000000000,-115.03353000000000,Ioniq 6,2022,2025,native only
Diamond Creek Village Shopping Center,33.998580000000000,-117.84349000000000,Kona Electric,2019,2025,native only
City of Los Angeles Lot 744,33.961488000000000,-118.29207000000000,Kona Electric,2019,2025,native only
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Ioniq 5 N,2025,2025,native only
City of Los Angeles Lot 744,33.961488000000000,-118.29207000000000,Ioniq 6,2022,2025,native only
"Bell, CA - Gage Ave - Tesla Supercharger",33.977777000000000,-118.18876900000000,Ioniq 5,2025,2026,native only
Foothill Presbyterian Hospital - DC,34.132921700000000,-117.87035030000000,Ioniq 5,2022,2024,native only
RC SPORTS EVHUB ADA 1,34.102955000000000,-117.54406000000000,Ioniq 5 N,2025,2025,native only
6250 Hollywood Blvd DCFC,34.100840000000000,-118.32541000000000,Ioniq 5,2022,2024,native only
"Forum Shops at Caesars Palace (Las Vegas, NV)",36.119740000000000,-115.17691000000000,Ioniq 6,2022,2025,native only
WLCAC,33.936653700000000,-118.25362400000000,Ioniq 5,2022,2024,native only
"The Shops at Jurupa Valley (Jurupa Valley, CA)",34.011350000000000,-117.46173000000000,Ioniq 5 N,2025,2025,native only
Rialto Village,34.073740000000000,-117.37058000000000,Ioniq 5 N,2025,2025,native only
"Walmart 4340 (Hesperia, CA)",34.424540000000000,-117.37148000000000,Ioniq 5,2022,2024,native only
"Ontario Mills (Ontario, CA)",34.074240000000000,-117.54753000000000,Ioniq 6,2022,2025,native only
City of Los Angeles Lot 702,34.100570000000000,-118.32733900000000,Ioniq 5 N,2025,2025,with adapter
MIDTOWN LA MIDTOWN DC,34.047397000000000,-118.33611300000000,Ioniq 6,2022,2025,with adapter
IN-N-OUT ATLANTIC 03,33.977693000000000,-118.18720000000000,Kona Electric,2019,2025,with adapter
IN-N-OUT ATLANTIC 01,33.977780000000000,-118.18719400000000,Ioniq 6,2022,2025,with adapter
"North Las Vegas, NV - Tesla Supercharger",36.239084000000000,-115.11611700000000,Ioniq 6,2026,,with adapter
Rialto Village,34.073740000000000,-117.37058000000000,Ioniq 6,2022,2025,with adapter
BWP EV CHARGE DCFC BWP LOT 2,34.178561000000000,-118.31623400000000,Ioniq 5 N,2026,2026,with adapter
Las Vegas,35.999436000000000,-115.17175500000000,Ioniq 5,2022,2024,with adapter
CITY_OF_VERNON 3805 SOTO-4,34.007896000000000,-118.21989600000000,Ioniq 5,2025,2026,with adapter
"Alhambra, CA - West Valley Boulevard - Tesla Supercharger",34.077346000000000,-118.13855400000000,Ioniq 5,2025,2026,with adapter
Team Ford,36.259310000000000,-115.24797700000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 3805 SOTO-10,34.008061000000000,-118.22000100000000,Ioniq 5,2022,2024,with adapter
"Las Vegas, NV - South Town Center Drive - Tesla Supercharger",36.145430000000000,-115.32712100000000,Kona Electric,2019,2025,with adapter
City of Los Angeles Lot 744,33.961488000000000,-118.29207000000000,Ioniq 5,2025,2026,with adapter
Cadillac of Las Vegas,36.143709000000000,-115.21176200000000,Ioniq 5 N,2025,2025,with adapter
"Las Vegas, NV - West Russell Road - Tesla Supercharger",36.086723000000000,-115.21072600000000,Ioniq 5,2022,2024,with adapter
Downey Nissan,33.947674638000000,-118.15152577300000,Kona Electric,2019,2025,with adapter
"Pavilions 2229 (Los Angeles, CA)",34.083640000000000,-118.32747000000000,Ioniq 5,2022,2024,with adapter
"Hesperia, CA - Main Street - Tesla Supercharger",34.426362000000000,-117.35465000000000,Ioniq 5 N,2026,2026,with adapter
"Pomona, CA - Rio Rancho Road - Tesla Supercharger",34.028502000000000,-117.76035400000000,Ioniq 5 N,2026,2026,with adapter
FINDLAY AUTO ABB STATION1,36.143714000000000,-115.21425600000000,Kona Electric,2019,2025,with adapter
"Ralphs 060 (Glendale, CA)",34.142440000000000,-118.23379000000000,Ioniq 9,2026,,with adapter
L446 1,36.273183000000000,-115.26523900000000,Ioniq 5,2025,2026,with adapter
L446 1,36.273183000000000,-115.26523900000000,Ioniq 5 N,2025,2025,with adapter
"San Bernardino, CA - W Little League Dr - Tesla Supercharger",34.192431000000000,-117.36214700000000,Ioniq 9,2026,,with adapter
"Costco Chino Hills (Chino Hills, CA)",34.015310000000000,-117.74286000000000,Kona Electric,2019,2025,with adapter
Site 2,36.283102000000000,-115.02908300000000,Ioniq 5 N,2025,2025,with adapter
Site 2,36.283102000000000,-115.02908300000000,Kona Electric,2019,2025,with adapter
Amna,34.063190000000000,-118.23265000000000,Kona Electric,2019,2025,with adapter
LADWP LA Kretz Innovation Campus,34.040460000000000,-118.23502000000000,Ioniq 6,2026,,with adapter
Park Towers at Hughes Center,36.115304500000000,-115.15677400000000,Ioniq 6,2026,,with adapter
WinCo Las Vegas #113,36.270447000000000,-115.20889200000000,Ioniq 5 N,2025,2025,with adapter
Madison Parking Lot,34.015769507079150,-118.40447340393226,Kona Electric,2019,2025,with adapter
"City of Industry, CA - Colima Road - Tesla Supercharger",33.990892000000000,-117.92528400000000,Ioniq 9,2026,,with adapter
DC OB DC 3,34.846389000000000,-117.08386400000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV - South Fort Apache Road - Tesla Supercharger",36.093958000000000,-115.29710800000000,Ioniq 6,2026,,with adapter
JLRLV PUPLIC WEST DC,36.065812000000000,-115.23208400000000,Ioniq 9,2026,,with adapter
Plaza Continental - Tesla Supercharger,34.068715000000000,-117.57421800000000,Ioniq 5,2022,2024,with adapter
WLCAC,33.936653700000000,-118.25362400000000,Ioniq 5,2022,2024,with adapter
"Los Angeles, CA - Venice Boulevard - Tesla Supercharger",34.027975000000000,-118.39414400000000,Kona Electric,2019,2025,with adapter
IN-N-OUT ATLANTIC 04,33.977378000000000,-118.18745900000000,Ioniq 6,2022,2025,with adapter
DC CORRIDOR EDDIES Y DC1,34.907504000000000,-116.83600100000000,Ioniq 5 N,2025,2025,with adapter
US Bank Jurupa Valley,34.012078600000000,-117.48206780000000,Ioniq 6,2022,2025,with adapter
Culver - Motor Structure 1st Floor,34.015769507079150,-118.40445194626264,Ioniq 6,2026,,with adapter
IN-N-OUT ATLANTIC 03,33.977693000000000,-118.18720000000000,Ioniq 5,2022,2024,with adapter
Norfolk Upper Lot,34.060000000000000,-118.20000000000000,Ioniq 6,2026,,with adapter
JLR HENDERSON ABB 02,36.053704000000000,-115.02745100000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV - East Sahara Avenue - Tesla Supercharger",36.145396000000000,-115.10297800000000,Ioniq 5,2022,2024,with adapter
Monterey Park,34.059530000000000,-118.12661000000000,Ioniq 9,2026,,with adapter
El Centro,34.101510000000000,-118.32467000000000,Ioniq 6,2026,,with adapter
DC CORRIDOR EDDIES Y DC2,34.907482000000000,-116.83597400000000,Kona Electric,2019,2025,with adapter
"Alhambra, CA - East Bay State St - Tesla Supercharger",34.095083000000000,-118.12393000000000,Ioniq 6,2022,2025,with adapter
"North Las Vegas, NV - Tesla Supercharger",36.239084000000000,-115.11611700000000,Kona Electric,2019,2025,with adapter
"Ontario Mills (Ontario, CA)",34.074240000000000,-117.54753000000000,Ioniq 5 N,2025,2025,with adapter
"Ultra Gas and Mart (Baker, CA)",35.262260000000000,-116.08110000000000,Kona Electric,2019,2025,with adapter
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Ioniq 5 N,2025,2025,with adapter
Maine Avenue Marketplace,34.090066000000000,-117.96083110000000,Ioniq 5 N,2026,2026,with adapter
Downey Nissan,33.947674638000000,-118.15152577300000,Ioniq 5,2022,2024,with adapter
BMW of Monrovia,34.137556000000000,-117.98705400000000,Ioniq 6,2022,2025,with adapter
City of Los Angeles Lot 619,34.097765000000000,-118.35316900000000,Ioniq 6,2026,,with adapter
Sheraton Universal Hotel DC,34.137527400000000,-118.36003140000000,Kona Electric,2019,2025,with adapter
"Hesperia, CA - Main Street - Tesla Supercharger",34.426362000000000,-117.35465000000000,Ioniq 6,2026,,with adapter
76 San Gabriel,34.103300000000000,-118.09950000000000,Ioniq 5 N,2025,2025,with adapter
820 Mound Ave,34.116707000000000,-118.15159800000000,Ioniq 6,2022,2025,with adapter
"San Bernardino, CA - W Little League Dr - Tesla Supercharger",34.192431000000000,-117.36214700000000,Ioniq 6,2022,2025,with adapter
Trader Joe's,34.024883000000000,-118.39244800000000,Ioniq 9,2026,,with adapter
IN-N-OUT ATLANTIC 05,33.977354000000000,-118.18756900000000,Ioniq 5 N,2026,2026,with adapter
Sharp Capital,34.052690000000000,-118.26533000000000,Ioniq 9,2026,,with adapter
City of Pasadena - Shopper's Lane,34.138606025541100,-118.13112326151200,Ioniq 5,2025,2026,with adapter
"City of Industry, CA - Colima Road - Tesla Supercharger",33.990892000000000,-117.92528400000000,Ioniq 5,2022,2024,with adapter
Inglewood City Hall,33.962406000000000,-118.35363500000000,Ioniq 6,2022,2025,with adapter
"North Las Vegas, NV - East Lake Mead South Boulevard - Tesla Supercharger",36.195978000000000,-115.13200700000000,Kona Electric,2019,2025,with adapter
Veteran's Memorial Park,34.012781000000000,-118.40304000000000,Ioniq 5 N,2026,2026,with adapter
L446 1,36.273183000000000,-115.26523900000000,Ioniq 6,2022,2025,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY1,34.049976000000000,-117.54789800000000,Ioniq 6,2022,2025,with adapter
City of Los Angeles Lot 657,34.072877000000000,-118.21769000000000,Ioniq 5,2022,2024,with adapter
7Charge - Covina 22548,34.086890000000000,-117.92584000000000,Ioniq 9,2026,,with adapter
"Huntington Park, CA - Tesla Supercharger",33.990148000000000,-118.21634500000000,Ioniq 5 N,2025,2025,with adapter
Fairway Chevrolet,36.145332000000000,-115.10693200000000,Ioniq 5,2025,2026,with adapter
The Elysian,34.067133000000000,-118.24929700000000,Ioniq 5,2025,2026,with adapter
The Elysian,34.067133000000000,-118.24929700000000,Ioniq 6,2026,,with adapter
MIDTOWN LA MIDTOWN DC,34.047397000000000,-118.33611300000000,Ioniq 5 N,2025,2025,with adapter
FH DELIVERY 121A4 FH SVC,34.133796000000000,-117.43710300000000,Ioniq 9,2026,,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY2,34.050028000000000,-117.54805700000000,Ioniq 6,2026,,with adapter
Norfolk Upper Lot,34.060000000000000,-118.20000000000000,Ioniq 9,2026,,with adapter
FH DELIVERY 121A4 FH SVC,34.133796000000000,-117.43710300000000,Ioniq 6,2022,2025,with adapter
Inter Community Hospital Covina,34.089977300000000,-117.89255872601200,Ioniq 5 N,2026,2026,with adapter
Jordan Downs,33.946716000000000,-118.22994000000000,Kona Electric,2019,2025,with adapter
City of Pasadena - Marengo Garage,34.144703000000000,-118.14695700000000,Ioniq 6,2022,2025,with adapter
515 Flower - Level A,34.051648300000000,-118.25688330000000,Ioniq 6,2026,,with adapter
"Las Vegas, NV - South Maryland Parkway - Tesla Supercharger",36.030077000000000,-115.13584300000000,Ioniq 5,2022,2024,with adapter
Diamond Creek Village Shopping Center,33.998580000000000,-117.84349000000000,Kona Electric,2019,2025,with adapter
Las Vegas,35.999436000000000,-115.17175500000000,Ioniq 6,2026,,with adapter
City of Pasadena - Marengo Garage,34.144703000000000,-118.14695700000000,Ioniq 5 N,2025,2025,with adapter
GM Oil Site 76 Chevron San Bernardino,34.165633510226000,-117.33232266743800,Ioniq 5 N,2025,2025,with adapter
Fountainebleau,36.138658700000000,-115.16036550000000,Ioniq 5,2025,2026,with adapter
PowerStation - Rasor Rd,35.134718200000000,-116.21681310000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV - West Charleston Boulevard - Tesla Supercharger",36.157865000000000,-115.33380400000000,Ioniq 6,2026,,with adapter
"Ralphs 715 (Monterey Park, CA)",34.066010000000000,-118.13393000000000,Ioniq 5,2025,2026,with adapter
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Ioniq 5 N,2026,2026,with adapter
Claremont Star,34.107625900000000,-117.72058890000000,Ioniq 6,2026,,with adapter
GM Oil Site 111 FoodMart Los Angeles,34.018660888026000,-118.35493777871600,Ioniq 6,2022,2025,with adapter
"Pavilions 2229 (Los Angeles, CA)",34.083640000000000,-118.32747000000000,Ioniq 5,2025,2026,with adapter
"BoA Gateway CA8-113 (Glendale, CA)",34.126080000000000,-118.25597000000000,Ioniq 9,2026,,with adapter
